transaction_id,timestamp,customer_id,product_id,quantity,discount_applied,gross_revenue,campaign_id,refund_flag
27263,05-01-22 10:38,43343,1520,1,0.15,21.96,25,0
27264,20-09-21 00:40,95863,842,1,0,90.63,30,0
27265,29-09-21 22:56,2896,370,1,0,46.78,13,0
27266,10-07-22 13:08,43472,738,1,0.05,-169.5,40,1
27267,16-10-22 17:59,64372,1259,2,0,203.28,40,0
27268,02-05-23 15:36,5771,343,1,0,175.43,25,0
27269,26-06-21 10:52,90230,133,1,0.05,107.26,36,0
27270,01-10-21 08:40,61031,1260,1,0.1,27.87,2,0
27271,15-02-23 11:03,91991,,1,0.05,,2,0
27272,23-10-21 04:32,54500,600,1,0,15.07,0,0
27273,11-11-21 22:52,15623,777,1,0.15,62.44,49,0
27274,08-04-23 15:37,78208,451,2,0.1,61.6,44,0
27275,27-06-23 23:08,69293,1629,1,0,29.62,36,0
27276,09-02-23 23:11,81473,544,1,0,-78.58,8,1
27277,12-06-23 04:38,50023,855,2,0.2,107.9,0,0
27278,14-07-22 21:28,78353,905,1,0,87.67,7,0
27279,04-02-21 16:51,15478,69,1,0.05,92.82,0,0
27280,15-09-21 21:18,37754,600,1,0,15.07,36,0
27281,14-02-23 11:37,28542,,1,0,,29,0
27282,30-07-23 00:24,61800,236,1,0,98.39,39,0
27283,20-08-22 12:05,27816,1337,1,0,171.13,21,0
27284,26-04-22 15:01,24939,1733,1,0,22.72,2,0
27285,01-11-23 06:18,14766,,1,0.05,,43,1
27286,01-06-22 01:53,94464,825,1,0,81.46,7,0
27287,11-04-23 15:03,39596,1195,2,0.05,76.55,25,0
27288,03-10-22 14:59,33572,817,1,0,93.71,4,0
27289,12-12-22 02:21,3474,1612,1,0.1,34.9,45,0
27290,23-08-23 23:48,12083,1676,1,0.05,5.62,7,0
27291,16-05-22 11:50,71414,1341,2,0,217.48,43,0
27292,10-09-22 08:35,33502,1854,1,0,47.76,38,0
27293,20-12-22 23:28,30127,827,1,0,58.11,25,0
27294,05-12-23 13:50,42897,302,1,0,12.29,43,0
27295,24-11-23 20:31,35958,561,1,0,73.88,40,0
27296,17-09-23 02:08,97516,541,2,0,76.28,0,0
27297,19-07-23 06:40,30512,,1,0,,0,0
27298,27-12-23 18:45,73812,,1,0,,24,0
27299,01-12-21 08:53,32989,,1,0.05,,10,0
27300,22-01-23 10:04,54922,961,1,0.05,29.87,14,0
27301,10-01-21 21:32,18941,641,1,0,121.27,0,0
27302,13-12-23 11:08,91086,433,1,0,26.01,7,0
27303,13-07-23 08:10,52705,946,1,0,175.92,22,0
27304,27-03-21 16:58,79522,,1,0,,31,0
27305,15-09-22 04:26,33444,510,1,0.15,109.11,3,0
27306,20-10-21 03:56,68260,1324,1,0.05,153.22,40,0
27307,13-11-21 19:16,99081,452,1,0,86.29,5,0
27308,20-04-22 08:11,40997,21,3,0.1,153.63,50,0
27309,28-11-23 06:48,10954,806,1,0.05,-52.87,12,1
27310,10-11-21 12:50,37712,1849,1,0,98.84,9,0
27311,03-10-21 02:24,49321,675,2,0,200.56,2,0
27312,19-12-21 22:06,74806,1612,2,0.15,65.93,0,0
27313,24-08-21 18:58,13938,1771,1,0.05,5.01,15,0
27314,09-11-22 18:08,35748,1922,1,0,100.06,36,0
27315,07-12-21 05:58,44007,981,1,0,18.5,25,0
27316,10-06-23 09:57,87820,1101,2,0.05,59.6,0,0
27317,21-08-22 11:15,68904,1680,1,0.15,93.15,36,0
27318,02-10-22 20:49,43056,1996,1,0,113.75,49,0
27319,10-04-22 00:42,71319,1370,1,0.1,181.12,17,0
27320,12-10-22 06:40,67467,1899,1,0.05,41.78,34,0
27321,17-08-22 13:41,45545,1748,1,0,71.32,43,0
27322,13-10-22 22:04,41008,1851,3,0.15,75.4,0,0
27323,11-08-21 13:39,63783,451,1,0.2,27.38,4,0
27324,23-10-23 05:35,83458,338,1,0,-41.77,44,1
27325,03-01-22 15:22,77446,1072,2,0,97.9,36,0
27326,07-04-21 19:37,61752,216,1,0.1,75.14,9,0
27327,20-02-23 10:05,64622,170,1,0.15,11.14,0,0
27328,10-03-22 06:04,28649,616,1,0,82.85,18,0
27329,06-10-22 00:18,2124,,1,0,,26,0
27330,28-07-23 08:51,8441,874,3,0,493.2,8,0
27331,18-02-23 07:05,34633,,1,0.15,,13,0
27332,16-08-21 06:19,44846,,1,0.05,,17,0
27333,20-03-23 04:32,55522,1521,1,0,28.95,6,0
27334,22-11-22 21:00,30044,1899,2,0,87.96,19,0
27335,31-12-21 01:01,86729,1972,1,0.2,59.99,0,0
27336,02-10-22 08:09,47853,1907,1,0.2,28.9,40,0
27337,05-06-22 04:42,42751,1716,3,0,150.63,0,0
27338,10-12-22 17:55,6388,1459,4,0,557.92,20,0
27339,29-05-23 19:30,4799,876,1,0,234.84,5,0
27340,24-05-23 11:50,62444,1658,1,0.15,167.54,2,0
27341,10-03-22 05:58,99428,1284,2,0,-17.42,42,1
27342,01-06-21 05:44,82947,113,1,0,13.51,8,0
27343,22-03-22 19:03,84450,1445,1,0.2,87.1,36,0
27344,30-04-21 19:32,96410,6,1,0.1,51.37,4,0
27345,24-10-23 21:02,54712,32,1,0.15,53.23,47,0
27346,23-10-21 00:00,96234,1273,1,0,78.77,36,0
27347,05-09-21 05:01,29558,1700,1,0,76.35,0,0
27348,03-08-21 08:30,45077,1552,1,0,75.08,9,0
27349,06-12-21 13:21,38547,593,1,0.05,110,35,0
27350,17-11-23 04:41,66259,227,1,0,80.44,5,0
27351,21-11-21 14:43,41083,1397,1,0.2,12.36,11,0
27352,01-10-23 10:38,82027,963,1,0.05,58.14,2,0
27353,13-04-23 21:58,9616,148,4,0,448,47,0
27354,27-06-21 19:55,78305,1060,1,0.15,91.32,30,0
27355,18-12-21 19:46,50935,,2,0.05,,5,0
27356,02-05-22 02:25,48126,872,2,0.05,186.1,3,0
27357,11-01-22 15:41,14579,1795,1,0,43.86,4,0
27358,22-05-23 11:57,77599,153,1,0,69.39,44,0
27359,25-11-22 15:36,35099,607,1,0.05,100.82,3,0
27360,23-02-21 20:39,62663,1548,1,0,43.64,34,0
27361,16-12-22 07:44,3660,,4,0,,6,0
27362,11-10-21 08:17,49477,965,1,0,104.54,0,0
27363,08-08-21 16:57,73585,556,3,0.05,278.42,49,0
27364,10-02-22 12:03,79794,209,1,0.05,77.32,45,0
27365,20-07-21 19:49,95605,1323,1,0.1,68.81,37,0
27366,27-02-21 12:28,64723,89,1,0,45.07,44,0
27367,05-06-22 16:46,64767,605,1,0,53.64,13,0
27368,06-04-23 15:24,96400,1646,1,0,62.69,43,0
27369,11-03-23 16:01,7475,1295,1,0.2,17.7,37,0
27370,18-01-23 10:45,60899,1026,1,0,103.17,49,0
27371,16-07-21 11:55,56379,1651,1,0,81.53,41,0
27372,01-05-21 07:42,99205,28,3,0,92.1,37,0
27373,19-08-23 12:13,78263,,2,0.05,,31,0
27374,18-11-23 14:42,33067,466,1,0,91.46,35,0
27375,07-11-21 16:29,18489,822,1,0,75.56,28,0
27376,09-11-22 05:58,60163,732,1,0.1,115.45,0,0
27377,25-09-21 18:02,56187,1554,1,0.05,29.46,42,0
27378,23-04-22 09:52,51453,998,1,0,74.68,13,0
27379,10-12-22 00:15,82350,707,1,0.1,51.3,47,0
27380,25-03-23 19:44,91072,,1,0,,15,0
27381,31-03-21 15:33,99600,1671,1,0,80.72,7,0
27382,03-08-21 07:28,49727,858,1,0,21.46,11,0
27383,27-05-23 00:57,3792,993,1,0,49,5,0
27384,01-08-21 00:52,76545,79,2,0.15,78.68,24,0
27385,17-06-21 12:15,93565,161,1,0.05,9.42,0,0
27386,17-04-23 04:44,85740,1852,2,0.1,107.32,32,0
27387,02-07-23 20:25,2463,1954,1,0,49.5,19,0
27388,25-06-23 15:38,76921,1838,1,0.05,29.48,40,0
27389,31-08-21 06:39,15623,1585,1,0.05,74.67,25,0
27390,21-08-21 07:56,84303,1973,1,0.1,178.35,33,0
27391,04-11-21 07:33,22311,907,1,0.05,26.85,0,0
27392,09-03-21 02:13,92099,,1,0.1,,46,0
27393,08-12-22 21:34,47805,1903,1,0.05,54.8,0,0
27394,10-02-21 07:37,97872,1606,4,0.05,39.48,28,0
27395,23-01-23 19:24,50186,174,3,0,55.38,44,0
27396,27-02-21 06:52,17068,957,1,0.1,13.87,17,0
27397,17-05-21 05:20,73944,1338,1,0.1,-36.96,0,1
27398,15-04-21 04:25,3141,1168,1,0,32.52,44,0
27399,23-01-21 17:09,25061,1484,1,0,88.05,39,0
27400,10-07-22 12:57,95556,,1,0,,35,0
27401,30-06-23 05:30,1544,1691,1,0,73.65,6,0
27402,17-08-21 21:45,607,1962,1,0,73.34,4,0
27403,11-12-22 12:27,59499,469,1,0,19.44,20,0
27404,01-06-21 07:50,69478,1773,1,0,9.77,36,0
27405,09-08-21 18:51,61858,1591,1,0,112.86,43,0
27406,02-01-21 10:09,99301,,1,0,,44,0
27407,19-02-22 21:36,3369,396,1,0.15,159.12,48,0
27408,14-10-23 09:51,27205,983,1,0,20.4,15,0
27409,27-10-21 12:47,85044,1033,1,0.15,131.81,45,0
27410,03-02-23 18:04,31899,134,2,0,114.36,31,0
27411,03-01-22 13:55,55521,1834,3,0.2,256.18,22,0
27412,27-09-22 09:50,25717,1786,1,0,11.89,0,0
27413,31-03-21 20:44,18647,1212,1,0,17.18,34,0
27414,20-06-21 15:21,88218,604,1,0.1,8.06,0,0
27415,17-08-22 04:08,63220,77,1,0.2,73.79,7,0
27416,11-04-22 07:02,71152,506,1,0,38.04,4,0
27417,10-08-22 20:18,98254,1372,4,0.05,147.1,28,0
27418,09-12-22 23:48,12931,947,1,0,112.39,14,0
27419,18-02-22 22:44,93828,1325,1,0,92.65,18,0
27420,03-07-22 20:41,58522,575,1,0,87.05,4,0
27421,16-03-22 17:24,26483,1872,1,0,19.38,40,0
27422,12-08-23 13:32,49866,1200,1,0,21.42,0,0
27423,26-05-22 14:52,13548,1646,1,0,62.69,0,0
27424,18-04-23 06:51,70900,1669,1,0.05,12.08,45,0
27425,05-01-22 21:37,60920,385,1,0,44.24,14,0
27426,09-04-23 14:45,43357,1593,1,0.05,82.44,38,0
27427,23-12-23 19:41,47069,1212,1,0,17.18,41,0
27428,24-11-22 13:59,26681,835,2,0,153.48,12,0
27429,14-05-21 18:53,18389,56,1,0,9.6,0,0
27430,20-12-22 14:48,61467,395,1,0,185.92,37,0
27431,22-07-23 18:48,40581,816,1,0.05,59.24,40,0
27432,07-12-21 08:44,58195,815,1,0.2,57.4,38,0
27433,30-09-21 11:38,40961,592,2,0,142.24,44,0
27434,22-12-21 20:23,12572,537,1,0.05,53.26,21,0
27435,07-12-23 10:54,72606,1151,1,0.15,128.93,4,0
27436,04-09-22 05:59,71951,1783,1,0.05,36.69,43,0
27437,19-11-21 01:42,1855,1334,1,0,39.22,4,0
27438,19-01-21 06:51,3399,,1,0,,0,0
27439,25-05-23 18:21,20707,1643,2,0.1,105.46,0,0
27440,23-08-22 15:09,85357,336,1,0.05,111.75,10,0
27441,20-05-23 07:38,20714,,1,0,,41,0
27442,02-11-22 14:28,32825,411,2,0,271.82,7,0
27443,19-04-23 18:14,58741,1267,1,0,35.13,9,0
27444,04-02-22 10:44,32572,443,1,0.2,118.9,0,0
27445,02-08-23 07:56,71484,1175,1,0,41.52,14,0
27446,08-10-23 10:12,64616,445,2,0.1,98.89,28,0
27447,20-08-23 10:49,30498,1765,1,0,32.03,1,0
27448,31-10-21 21:47,83061,225,4,0.2,158.78,0,0
27449,15-09-22 08:44,12696,,1,0.2,,0,0
27450,19-11-23 11:33,99499,371,4,0.1,423.61,44,0
27451,06-06-23 14:22,84825,1601,3,0,485.94,0,0
27452,27-06-22 05:44,48339,975,1,0.2,62.05,37,0
27453,21-06-22 17:32,4982,1457,1,0,47.95,5,0
27454,12-10-23 14:43,75947,278,2,0.05,63.42,26,0
27455,16-05-21 10:19,58325,76,1,0,77.61,5,0
27456,03-11-21 13:12,44932,914,1,0.15,38.99,22,0
27457,24-01-22 14:46,32845,1120,1,0,86.41,9,0
27458,29-06-21 19:25,38516,1356,2,0.1,130.73,31,0
27459,06-11-22 05:10,98117,1229,1,0,-17.23,40,1
27460,10-12-22 13:11,24209,508,2,0,33.94,16,0
27461,17-07-21 07:01,52209,,1,0,,12,0
27462,04-02-22 20:44,45307,292,3,0,414.15,21,0
27463,26-05-23 09:08,47617,965,1,0,104.54,0,0
27464,06-01-22 23:28,67214,1070,1,0.05,104.38,48,0
27465,06-02-21 22:07,41611,899,1,0.1,158.99,1,0
27466,26-02-22 19:43,54826,466,1,0.05,86.89,8,0
27467,11-10-23 19:31,11732,1459,1,0,139.48,18,0
27468,20-03-21 18:02,68646,1297,2,0,27.8,0,0
27469,07-04-23 14:18,70522,1753,4,0,171.92,19,0
27470,15-01-23 15:07,84588,1446,1,0.2,33.93,13,0
27471,23-03-21 20:14,96557,825,1,0,81.46,21,0
27472,28-10-22 06:05,19145,1982,1,0.05,47.03,16,0
27473,24-12-22 21:44,28489,,1,0,,31,0
27474,11-07-21 13:09,61906,,4,0,,27,0
27475,08-04-22 09:14,53121,1611,2,0,188.44,25,0
27476,21-04-21 14:07,42804,390,1,0,160.72,3,0
27477,05-02-23 09:03,69475,647,1,0.1,56.96,9,0
27478,04-12-22 17:49,82731,1188,1,0.1,36.36,44,0
27479,22-09-23 02:32,35026,531,1,0,110.8,32,0
27480,27-11-22 16:07,9477,1724,1,0,74.29,45,0
27481,09-09-21 17:24,20822,533,1,0,94.16,0,0
27482,04-08-21 17:07,47236,1551,1,0,20.88,30,0
27483,11-02-21 00:53,31436,1658,2,0.05,374.51,28,0
27484,30-07-21 07:40,80137,337,2,0,149,29,0
27485,24-05-23 21:16,72160,397,3,0.1,225.58,12,0
27486,07-04-21 08:59,74879,1860,1,0.1,157.6,0,0
27487,27-02-22 08:49,9071,,1,0,,40,0
27488,11-12-21 17:21,84736,598,1,0,-131.34,49,1
27489,24-09-21 08:23,30555,758,1,0.05,8.33,0,0
27490,21-04-21 16:54,85185,966,1,0.1,64.74,9,0
27491,23-10-21 14:15,23408,1706,1,0,157.28,29,0
27492,09-06-22 06:33,56032,1613,2,0.05,-21.22,0,1
27493,18-11-21 18:15,51970,1043,1,0.05,9.24,40,0
27494,10-12-22 20:42,97868,312,1,0,61.86,37,0
27495,02-08-23 06:48,23483,1154,1,0.1,31.54,7,0
27496,28-06-23 08:47,22507,629,1,0.05,52.41,3,0
27497,30-07-23 06:50,25842,220,1,0.1,110.11,0,0
27498,04-12-22 14:59,51764,1384,2,0.2,266.69,11,0
27499,10-05-23 22:16,65620,805,1,0.05,112.72,16,0
27500,17-05-21 05:12,69563,1879,1,0.1,63.32,11,0
27501,30-06-21 11:55,51433,1864,1,0,-51.39,36,1
27502,08-12-22 10:59,49316,602,2,0.1,146.7,15,0
27503,18-07-21 10:27,36677,1030,1,0.1,33.52,18,0
27504,09-07-22 20:56,56808,1171,1,0.1,52.1,10,0
27505,23-05-21 13:40,5855,191,1,0,-57.05,5,1
27506,02-01-23 09:36,981,795,1,0,47.09,0,0
27507,08-04-21 19:32,82341,216,1,0.15,70.97,16,0
27508,21-05-22 05:10,67749,1167,1,0.05,17.02,0,0
27509,21-04-21 19:48,56928,1229,2,0,34.46,10,0
27510,28-02-21 14:25,76818,1933,1,0,28.18,6,0
27511,03-10-22 22:16,35535,,1,0,,38,0
27512,28-03-23 00:59,94372,,1,0,,5,0
27513,29-04-22 18:12,48500,846,1,0,65.23,38,0
27514,12-04-23 08:35,36002,204,1,0,82.59,43,0
27515,27-02-23 21:08,92402,,2,0,,0,0
27516,29-01-23 19:12,74157,218,1,0,74.5,8,0
27517,27-02-22 17:30,69027,,3,0,,40,0
27518,06-06-21 20:28,60758,1782,2,0.15,145.52,31,0
27519,21-11-23 02:21,41187,853,1,0.2,117.14,7,0
27520,12-06-22 08:59,64046,1160,2,0,182.28,43,0
27521,23-11-21 22:10,28185,,3,0,,6,0
27522,14-09-21 06:11,99767,1164,3,0.05,717.46,8,0
27523,09-04-22 14:32,29101,360,1,0,-40.26,44,1
27524,18-01-22 19:37,84841,,1,0,,0,0
27525,18-04-22 13:07,12351,730,1,0,377.64,12,0
27526,22-08-23 08:19,20746,825,2,0,162.92,25,0
27527,07-08-21 21:21,76757,1547,1,0,34.71,40,0
27528,04-09-22 07:06,31312,1692,1,0.05,31.42,2,0
27529,06-11-21 12:56,97873,1346,1,0.1,123.94,0,0
27530,27-12-22 14:37,20783,358,1,0.15,98.55,43,0
27531,02-03-23 02:47,563,602,1,0.1,73.35,0,0
27532,04-08-22 21:23,18926,1696,1,0,11.82,21,0
27533,09-06-23 19:15,49044,755,2,0.1,72.18,8,0
27534,02-11-22 13:46,23768,1983,1,0,26.95,31,0
27535,23-07-21 08:53,11205,1311,2,0,72.78,39,0
27536,25-11-21 06:15,3017,1433,3,0.05,163.36,12,0
27537,05-12-22 09:21,37745,1681,1,0.1,10.82,45,0
27538,04-01-22 18:10,52383,864,1,0,-58.5,33,1
27539,15-01-22 11:00,96029,273,1,0,43.07,0,0
27540,17-11-23 04:51,5914,574,1,0.05,84.25,13,0
27541,22-06-21 06:42,53617,1958,1,0.1,22.36,0,0
27542,30-10-23 17:07,91216,118,1,0,16.44,4,0
27543,11-09-21 05:23,12527,703,1,0,93.92,49,0
27544,23-10-22 17:24,39100,600,1,0.05,14.32,0,0
27545,31-01-23 16:55,10390,1043,1,0,9.73,7,0
27546,21-11-22 11:42,84732,295,2,0,18.96,0,0
27547,22-03-21 22:31,71955,1,2,0,28.38,7,0
27548,17-07-22 23:56,46816,1311,1,0.15,30.93,40,0
27549,26-11-22 18:26,18784,1074,1,0,20.91,48,0
27550,14-05-21 21:20,27463,625,1,0,17.87,25,0
27551,05-12-21 05:10,43577,464,1,0,59.25,32,0
27552,30-05-23 03:30,60228,1723,3,0,331.65,25,0
27553,20-11-21 13:24,21918,62,1,0,70.45,0,0
27554,19-06-23 06:10,32645,129,1,0,9.81,0,0
27555,29-05-22 05:42,37553,157,1,0.05,17.72,0,0
27556,04-06-23 00:53,62983,523,1,0,38.9,6,0
27557,14-08-21 20:40,15374,1393,1,0.05,163.44,13,0
27558,22-07-21 08:04,12168,249,2,0.05,127.74,39,0
27559,29-10-21 18:43,73283,1800,1,0,41.33,35,0
27560,30-09-22 09:20,91042,517,1,0,78.75,19,0
27561,28-08-23 20:13,73739,920,1,0,36.58,39,0
27562,04-10-21 05:20,54053,176,3,0.1,67.34,43,0
27563,15-10-23 21:58,63130,436,1,0,132.4,3,0
27564,05-12-23 06:21,14390,,1,0.1,,3,0
27565,29-07-23 21:19,98690,860,1,0,136.61,0,0
27566,03-08-22 15:37,49897,562,3,0,41.34,0,0
27567,10-11-21 18:32,28703,1187,1,0.05,66.76,0,0
27568,08-04-23 14:46,4124,1904,4,0.05,103.44,5,0
27569,14-01-21 05:47,90746,1292,1,0.1,51.76,1,0
27570,11-12-21 05:35,82557,1214,2,0,75.02,26,0
27571,30-07-21 08:11,59460,309,1,0,98.88,47,0
27572,19-10-22 10:45,55006,208,2,0,18.18,36,0
27573,05-07-23 05:34,60842,892,1,0.2,47.02,7,0
27574,13-03-23 20:40,60526,91,1,0.1,57.64,33,0
27575,03-12-23 11:36,14833,1184,1,0.15,45.66,8,0
27576,12-08-22 12:30,98747,756,1,0.05,120.04,28,0
27577,14-07-22 08:28,6798,1625,1,0,70.48,46,0
27578,22-05-23 16:59,52808,777,1,0,73.46,0,0
27579,16-12-23 07:34,15241,,1,0,,0,0
27580,26-04-23 13:08,8477,121,1,0.1,35.51,31,0
27581,09-04-22 13:07,20212,,1,0,,0,0
27582,05-04-23 07:08,47388,1776,1,0.05,21.06,0,0
27583,28-04-21 19:57,7140,398,3,0.1,189.49,26,0
27584,19-11-21 01:19,48135,204,1,0.15,70.2,16,0
27585,10-11-22 14:05,68406,211,1,0.1,75.76,2,0
27586,09-04-22 23:32,54107,,1,0,,29,0
27587,03-10-21 16:51,61569,189,4,0,1011.8,17,0
27588,11-10-22 14:08,91333,835,1,0.05,72.9,20,0
27589,17-04-21 10:49,88676,1161,3,0,228.36,31,0
27590,16-01-23 22:03,97956,598,1,0,131.34,21,0
27591,03-11-21 04:19,94205,467,1,0,69.73,27,0
27592,13-09-21 07:17,60816,376,1,0,102.65,0,0
27593,01-11-21 21:26,17234,130,1,0.05,102.3,27,0
27594,28-11-21 12:06,7360,,1,0,,11,0
27595,28-04-23 20:56,53907,1532,1,0.2,12.65,50,0
27596,10-03-23 11:33,41759,,1,0.05,,28,0
27597,20-07-22 05:08,85402,410,1,0.05,53.38,4,0
27598,25-11-23 11:11,95834,1870,1,0.05,52.53,29,0
27599,06-09-23 01:01,33121,,1,0,,34,0
27600,10-09-21 12:09,95959,,1,0.1,,0,0
27601,27-09-23 19:11,68927,1312,1,0.05,140.4,0,0
27602,26-07-22 09:46,32146,264,1,0,140.24,1,0
27603,07-11-21 06:54,14900,1301,1,0,28.14,0,0
27604,31-01-21 11:24,57693,1532,2,0.1,28.46,25,0
27605,05-11-22 22:21,89876,1470,1,0.2,28.26,18,0
27606,19-12-21 06:07,96395,1766,1,0.1,26.41,44,0
27607,17-01-23 11:57,81172,438,4,0,345.76,0,0
27608,28-05-23 17:07,45957,1334,1,0.05,37.26,8,0
27609,23-05-22 22:21,39298,987,1,0,100.31,11,0
27610,07-01-21 14:30,55184,7,2,0,54.46,0,0
27611,21-08-23 20:40,329,1281,3,0,401.49,18,0
27612,10-08-22 06:34,18695,97,1,0.1,58.06,14,0
27613,06-12-23 19:25,35465,1300,1,0,76.17,33,0
27614,15-02-21 06:24,95880,,1,0.2,,0,0
27615,28-12-22 05:05,46847,1577,2,0.05,131.4,0,0
27616,03-04-23 04:25,25714,1460,1,0,28.68,19,0
27617,04-09-23 04:42,57136,1959,1,0,31.39,50,0
27618,12-06-22 06:07,34814,1295,1,0,22.12,28,0
27619,23-08-21 06:47,69598,1058,1,0.05,103.59,43,0
27620,19-01-21 21:39,88935,842,1,0,90.63,0,0
27621,09-08-23 23:42,52373,846,1,0.2,52.18,5,0
27622,18-06-21 19:02,56005,465,1,0.1,37.22,31,0
27623,25-01-23 07:54,41660,1342,1,0,81.29,15,0
27624,16-05-22 15:53,25162,79,1,0.1,41.65,0,0
27625,18-12-23 06:21,3140,1910,2,0,32.38,43,0
27626,15-07-23 21:36,21996,273,2,0.15,73.22,0,0
27627,04-08-22 06:06,88089,162,2,0,74.22,46,0
27628,15-11-21 18:31,14597,,1,0,,46,0
27629,20-05-22 16:45,60538,519,1,0,60.09,0,0
27630,20-11-23 22:16,76354,395,1,0,185.92,0,0
27631,08-09-23 12:22,51736,468,1,0.05,92.62,0,0
27632,05-12-22 19:06,21127,,1,0,,10,0
27633,10-07-21 06:21,80466,538,2,0.1,147.73,2,0
27634,21-07-21 08:05,97834,1866,3,0,170.34,16,0
27635,05-11-22 05:49,72292,1081,1,0.05,207.46,23,0
27636,02-10-21 20:14,6549,808,1,0.05,38.79,39,0
27637,17-09-21 09:33,30266,602,1,0,81.5,5,0
27638,10-07-21 06:01,46287,253,2,0.1,31.48,13,0
27639,24-02-22 03:54,3477,,2,0.05,,21,0
27640,26-04-21 08:46,60824,270,2,0.1,57.85,0,0
27641,26-06-22 22:10,80374,1102,3,0.2,373.92,47,0
27642,05-08-21 13:57,67810,1180,1,0,67.05,7,0
27643,29-11-21 10:47,38166,835,1,0.1,69.07,22,0
27644,19-10-21 04:04,60667,1714,1,0.05,162.86,0,0
27645,22-11-23 16:40,61404,,1,0,,0,0
27646,13-01-23 03:16,13284,935,1,0.15,69.59,0,0
27647,24-01-22 07:45,42707,1489,2,0.05,140.88,30,0
27648,23-10-21 10:46,37792,1921,1,0.05,66.82,10,0
27649,21-10-21 21:13,86540,525,1,0,-51.51,24,1
27650,26-11-23 05:51,5061,995,1,0,33.56,10,0
27651,11-10-23 20:10,87186,1093,2,0.05,135.09,37,0
27652,09-07-21 08:00,44831,1173,1,0,140.43,15,0
27653,07-10-23 21:09,40218,1179,1,0,147.81,0,0
27654,17-01-22 08:01,8523,1260,2,0,61.94,36,0
27655,15-12-21 12:10,18828,,1,0,,3,0
27656,16-09-23 11:52,80797,474,3,0,109.05,45,0
27657,04-05-22 08:18,46623,,1,0.1,,0,0
27658,16-05-22 06:34,4670,992,3,0,179.52,16,0
27659,23-08-23 13:14,49100,,1,0,,37,0
27660,12-12-21 12:56,75114,598,1,0.2,105.07,13,0
27661,07-12-21 18:18,15123,,1,0,,49,1
27662,22-10-22 17:36,98162,1572,2,0.15,39.18,0,0
27663,19-11-22 07:31,30207,443,1,0,148.63,45,0
27664,20-12-22 07:10,34155,89,1,0,45.07,0,0
27665,14-11-23 06:12,22509,1380,2,0,20.28,22,0
27666,15-09-21 22:05,62910,1370,1,0,201.24,7,0
27667,17-09-21 13:15,64863,1678,1,0,121.12,0,0
27668,12-02-22 22:43,42019,352,1,0.1,9.56,5,0
27669,23-11-21 16:50,66481,,1,0.05,,3,0
27670,09-12-23 09:24,54726,1670,1,0,-86.9,48,1
27671,20-04-22 06:34,53210,1554,1,0,-31.01,8,1
27672,29-06-23 06:18,681,971,2,0.15,344.35,31,0
27673,26-05-23 05:28,55934,434,1,0,84.24,25,0
27674,27-05-22 00:03,63827,1022,2,0,33.12,37,0
27675,31-03-21 16:54,75551,436,1,0,132.4,25,0
27676,10-03-22 15:11,3825,717,1,0.2,-71.94,28,1
27677,09-06-22 03:48,42183,1280,1,0,205.18,17,0
27678,10-12-23 06:55,8862,498,1,0.2,49.23,0,0
27679,02-12-23 11:14,85911,769,1,0,149.38,0,0
27680,02-04-23 21:03,99009,1917,1,0,9.04,28,0
27681,09-03-22 21:15,129,1479,2,0,27.04,0,0
27682,17-04-22 11:04,36276,138,1,0,33.36,0,0
27683,29-10-23 19:40,846,722,1,0.15,39,30,0
27684,09-11-22 00:43,28674,643,1,0,30.93,17,0
27685,28-11-22 17:06,63335,1611,2,0,188.44,25,0
27686,11-03-21 20:59,32087,174,1,0.05,17.54,10,0
27687,09-02-23 12:03,4693,1445,1,0.05,103.44,15,0
27688,26-03-21 17:22,75040,1160,1,0,91.14,0,0
27689,28-11-22 16:15,837,1252,2,0.15,90.88,4,0
27690,21-11-21 07:12,5612,1857,2,0,-42.04,0,1
27691,30-03-21 07:57,88100,776,1,0,8.9,17,0
27692,20-04-21 16:51,15551,969,1,0.15,36.28,0,0
27693,30-10-22 07:51,40972,1696,1,0,11.82,0,0
27694,17-01-21 13:39,85460,468,1,0,97.5,0,0
27695,06-10-21 01:11,71682,1061,2,0.1,257.65,7,0
27696,05-12-21 10:29,39790,477,2,0,49.02,10,0
27697,18-05-23 22:36,40430,629,1,0,55.17,0,0
27698,30-12-23 19:01,53769,1322,1,0,16.98,34,0
27699,20-05-22 17:34,450,83,1,0.2,34.9,48,0
27700,21-08-23 06:58,71690,1429,3,0,610.23,0,0
27701,08-04-23 15:18,86803,,1,0.1,,42,0
27702,11-11-22 18:37,86355,1344,1,0.2,10.4,38,0
27703,07-05-23 00:14,67820,141,1,0,81.11,3,0
27704,30-09-23 03:42,30043,452,2,0.2,138.06,16,0
27705,16-07-23 06:33,62388,1792,2,0,611.62,38,0
27706,14-08-23 23:05,97617,1194,1,0.05,64.04,0,0
27707,07-11-21 17:44,58019,750,1,0,112.26,43,0
27708,09-07-23 12:12,46926,1246,1,0.2,42.36,36,0
27709,23-02-21 05:57,5729,1850,1,0.15,-84.38,32,1
27710,02-01-21 06:21,79469,,1,0,,26,0
27711,11-01-23 07:04,60577,72,2,0.05,78.36,7,0
27712,11-11-22 19:50,11481,1183,2,0,150.86,0,0
27713,27-11-23 23:43,86062,280,2,0,31.92,0,0
27714,04-11-23 18:52,20888,,1,0,,16,0
